gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Cardiomyocyte	Other
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHA	0.086	0.016
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHA	0.086	0.016
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHA	0.086	0.016
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHA	0.086	0.016
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHBB	0.0	0.014
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHBB	0.0	0.014
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHBB	0.0	0.014
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHBB	0.0	0.014
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHBB	0.0	0.014
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHBB	0.0	0.014
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHA	0.0	0.014
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHA	0.0	0.014
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHA	0.0	0.014
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHA	0.0	0.014
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHA	0.0	0.014
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHA	0.0	0.014
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC06F5021B7	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC036F9AC3C	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC01AF691C1	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0E829C954	ALDH1A1	0.001	0.018
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CS08EE9E5CE	ALDH1A1	0.001	0.018
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0C61DFEC5	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC03C7C010D	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC021B19C0E	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC061CCD0A0	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC066507DFB	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC000118AA2	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0B7C148C8	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC0974AE49B	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CC071BF7D12	ALDH1A2	0.018	0.028
ALDH1A2	O94788	True	AL1A2_HUMAN	atRetinoicAcid_byALDH1A2	CPI-CS033058D2B	ALDH1A2	0.018	0.028
BMPR1B	O00238	True	BMR1B_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR1B	0.017	0.019
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	BMPR2	0.017	0.019
CEL	P19835	True	CEL_HUMAN	Cholesterol_byCEL	CPI-CS06A0713BD	CEL	0.018	0.006
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	DHCR24	0.077	0.2
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	DHCR7	0.042	0.104
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	LIPA	0.075	0.163
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS05F96EA59	PNMT	0.052	0.003
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D33FF37B	PNMT	0.052	0.003
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0AB9AD0C3	PNMT	0.052	0.003
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS07947C107	PNMT	0.052	0.003
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS0D4E32D9D	PNMT	0.052	0.003
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS043102EAA	PNMT	0.052	0.003
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09918B680	PNMT	0.052	0.003
PNMT	P11086	True	PNMT_HUMAN	Epinephrine_byPNMT	CPI-CS09342A843	PNMT	0.052	0.003
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS029C8858F	CYP19A1	0.002	0.004
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0B87D36A1	CYP19A1	0.002	0.004
CYP19A1	P11511	True	CP19A_HUMAN	Estradiol_byCYP19A1	CPI-CS0DAC88EFA	CYP19A1	0.002	0.004
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0168A25C9	HSD17B1	0.024	0.015
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0A04F7238	HSD17B1	0.024	0.015
HSD17B1	P14061	True	DHB1_HUMAN	Estradiol_byHSD17B1	CPI-CS0B08AEA2D	HSD17B1	0.024	0.015
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGB1	0.956	0.798
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGB1	0.956	0.798
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGAV	0.956	0.798
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0F34D034A	ITGAV	0.956	0.798
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGAV	0.145	0.049
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGAV	0.145	0.049
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGAV	0.145	0.049
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGB3	0.145	0.049
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGB3	0.145	0.049
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS079C9111D	ITGB3	0.145	0.049
TYR	P14679	True	TYRO_HUMAN	Ldopa_byTYR	CPI-CS034170CC8	TYR	0.001	0.01
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS0AFE4D0CB	LTA4H	0.156	0.124
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	LTA4H	0.156	0.124
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5AP	0.001	0.001
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5AP	0.001	0.001
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5	0.001	0.001
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5	0.001	0.001
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	LTC4S	0.001	0.001
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	LTC4S	0.001	0.001
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	GGT1	0.005	0.002
GGT1	P19440	True	GGT1_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	GGT1	0.005	0.002
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0C4ABE334	GGT5	0.005	0.002
GGT5	P36269	True	GGT5_HUMAN	LeukotrieneD4_byGGT1	CPI-CS0957C3253	GGT5	0.005	0.002
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	DPEP1	0.001	0.023
ALOX12	P18054	True	LOX12_HUMAN	LipoxinA4_byALOX12	CPI-CS0C1CAC8F7	ALOX12	0.006	0.004
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5	0.001	0.001
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5AP	0.001	0.001
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	LTC4S	0.001	0.001
TPO	P07202	True	PERT_HUMAN	Lthyroxine_byTPO	CPI-CS0245870E9	TPO	0.017	0.006
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS0D78DAC70	AKR1C3	0.006	0.013
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0DEB18CB6	PTGES2	0.322	0.161
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0F721837F	PTGES2	0.322	0.161
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS08E678B9D	PTGES2	0.322	0.161
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS059CF7CAA	PTGES3	0.753	0.933
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS0C9671CB6	PTGES3	0.753	0.933
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS036B95798	PTGES3	0.753	0.933
AKR1B1	P15121	True	ALDR_HUMAN	ProstaglandinF2a_byAKR1B1	CPI-CS058DED3AA	AKR1B1	0.653	0.301
CBR1	P16152	True	CBR1_HUMAN	ProstaglandinF2a_byCBR1	CPI-CS08EDCA6A3	CBR1	0.118	0.088
PRXL2B	Q8TBF2	True	PXL2B_HUMAN	ProstaglandinF2a_byPRXL2B	CPI-CS09B28AAF8	PRXL2B	0.046	0.132
AKR1D1	P51857	True	AK1D1_HUMAN	Testosterone_byAKR1D1	CPI-CS0787D04B3	AKR1D1	0.003	0.003
HSD17B12	Q53GQ0	True	DHB12_HUMAN	Testosterone_byHSD17B12	CPI-CS0BE6576AD	HSD17B12	0.373	0.303
TBXAS1	P24557	True	THAS_HUMAN	ThromboxaneA2_byTBXAS1	CPI-CS0D01AFCC7	TBXAS1	0.011	0.047
DIO3	P55073	True	IOD3_HUMAN	Triiodothyronine_byDIO3	CPI-CS05092CCAC	DIO3	0.0	0.005
DIO3	P55073	True	IOD3_HUMAN	Triiodothyronine_byDIO3	CPI-CS0C2BD6C6B	DIO3	0.0	0.005
TG	P01266	True	THYG_HUMAN	Triiodothyronine_byDIO3	CPI-CS05092CCAC	TG	0.0	0.005
TG	P01266	True	THYG_HUMAN	Triiodothyronine_byDIO3	CPI-CS0C2BD6C6B	TG	0.0	0.005
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS00F1C7E51	TPH1	0.002	0.002
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C928856	TPH1	0.002	0.002
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C8BD0AD	TPH1	0.002	0.002
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS091CE4B74	TPH1	0.002	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS00F1C7E51	SLC6A4	0.002	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C928856	SLC6A4	0.002	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS07C8BD0AD	SLC6A4	0.002	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH1_and_SLC6A4	CPI-CS091CE4B74	SLC6A4	0.002	0.002
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS0B5EFDF87	TPH1	0.002	0.002
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS09463D22E	TPH1	0.002	0.002
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS00CB2214E	TPH1	0.002	0.002
TPH1	P17752	True	TPH1_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS059692236	TPH1	0.002	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS0B5EFDF87	SLC18A2	0.002	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS09463D22E	SLC18A2	0.002	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS00CB2214E	SLC18A2	0.002	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS059692236	SLC18A2	0.002	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS01EA98FFF	TPH2	0.001	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS0DB983DDE	TPH2	0.001	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS0DC68F1EA	TPH2	0.001	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS08EFEF89B	TPH2	0.001	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS01EA98FFF	SLC6A4	0.001	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS0DB983DDE	SLC6A4	0.001	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS0DC68F1EA	SLC6A4	0.001	0.002
SLC6A4	P31645	True	SC6A4_HUMAN	5-HT_byTPH2_and_SLC6A4	CPI-CS08EFEF89B	SLC6A4	0.001	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS0BAEBE4DB	TPH2	0.001	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS08A9A272D	TPH2	0.001	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS0233F2354	TPH2	0.001	0.002
TPH2	Q8IWU9	True	TPH2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS0778BF832	TPH2	0.001	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS0BAEBE4DB	SLC18A2	0.001	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS08A9A272D	SLC18A2	0.001	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS0233F2354	SLC18A2	0.001	0.002
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH2_and_SLC18A2	CPI-CS0778BF832	SLC18A2	0.001	0.002
SLC29A1	Q99808	True	S29A1_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS064B4FE21	SLC29A1	0.008	0.058
SLC29A1	Q99808	True	S29A1_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS056D84EB8	SLC29A1	0.008	0.058
SLC29A1	Q99808	True	S29A1_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS05357F38C	SLC29A1	0.008	0.058
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS064B4FE21	NT5E	0.008	0.058
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS056D84EB8	NT5E	0.008	0.058
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A1	CPI-CS05357F38C	NT5E	0.008	0.058
SLC29A2	Q14542	True	S29A2_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0BCAA5227	SLC29A2	0.008	0.014
SLC29A2	Q14542	True	S29A2_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0FDA0F596	SLC29A2	0.008	0.014
SLC29A2	Q14542	True	S29A2_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS016DD08B8	SLC29A2	0.008	0.014
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0BCAA5227	NT5E	0.008	0.014
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS0FDA0F596	NT5E	0.008	0.014
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A2	CPI-CS016DD08B8	NT5E	0.008	0.014
SLC29A3	Q9BZD2	True	S29A3_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0517F9783	SLC29A3	0.008	0.023
SLC29A3	Q9BZD2	True	S29A3_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0F865E648	SLC29A3	0.008	0.023
SLC29A3	Q9BZD2	True	S29A3_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0D17EA793	SLC29A3	0.008	0.023
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0517F9783	NT5E	0.008	0.023
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0F865E648	NT5E	0.008	0.023
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A3	CPI-CS0D17EA793	NT5E	0.008	0.023
SLC29A4	Q7RTT9	True	S29A4_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0521FD886	SLC29A4	0.008	0.013
SLC29A4	Q7RTT9	True	S29A4_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS028B98B8F	SLC29A4	0.008	0.013
SLC29A4	Q7RTT9	True	S29A4_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0985F2C10	SLC29A4	0.008	0.013
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0521FD886	NT5E	0.008	0.013
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS028B98B8F	NT5E	0.008	0.013
NT5E	P21589	True	5NTD_HUMAN	Adenosine_byNT5E_and_SLC29A4	CPI-CS0985F2C10	NT5E	0.008	0.013
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS06FE13C35	PNMT	0.008	0.003
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS04C3CEB1B	PNMT	0.008	0.003
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS00979A178	PNMT	0.008	0.003
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0CCD9D09E	PNMT	0.008	0.003
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS0E52EA029	PNMT	0.008	0.003
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS08E4B4F26	PNMT	0.008	0.003
PNMT	P11086	True	PNMT_HUMAN	Adrenaline_byPNMT_and_SLC18A2	CPI-CS09B74556F	PNMT	0.008	0.003
